Unnamed: 0,CWE,CVE,CVSS_V3_baseScore,CVSS_V3_exploitabilityScore,CVSS_V3_attackComplexity,CVSS_V3_privilegesRequired,CVSS_V3_userInteraction
11686,CWE-78,CVE-2019-5029,9.8,3.9,LOW,NONE,NONE
11687,CWE-787,CVE-2019-5030,8.8,2.8,LOW,NONE,REQUIRED
11688,CWE-755,CVE-2019-5031,8.8,2.8,LOW,NONE,REQUIRED
11689,CWE-125,CVE-2019-5032,8.8,2.8,LOW,NONE,REQUIRED
11690,CWE-125,CVE-2019-5033,8.8,2.8,LOW,NONE,REQUIRED
11691,CWE-125,CVE-2019-5034,5.3,3.9,LOW,NONE,NONE
11692,CWE-327,CVE-2019-5035,9.0,2.2,HIGH,NONE,NONE
11693,CWE-346,CVE-2019-5036,7.5,3.9,LOW,NONE,NONE
11694,CWE-190,CVE-2019-5037,7.5,3.9,LOW,NONE,NONE
11695,CWE-125,CVE-2019-5037,7.5,3.9,LOW,NONE,NONE
11696,CWE-787,CVE-2019-5038,8.8,2.8,LOW,NONE,REQUIRED
11697,CWE-787,CVE-2019-5039,8.8,2.8,LOW,NONE,REQUIRED
11698,CWE-190,CVE-2019-5040,7.5,3.9,LOW,NONE,NONE
11699,CWE-787,CVE-2019-5041,8.8,2.8,LOW,NONE,REQUIRED
11700,CWE-416,CVE-2019-5042,8.8,2.8,LOW,LOW,NONE
11701,CWE-770,CVE-2019-5043,7.5,3.9,LOW,NONE,NONE
11702,CWE-787,CVE-2019-5045,7.8,1.8,LOW,NONE,REQUIRED
11703,CWE-787,CVE-2019-5046,7.8,1.8,LOW,NONE,REQUIRED
11704,CWE-843,CVE-2019-5047,7.8,1.8,LOW,NONE,REQUIRED
11705,CWE-416,CVE-2019-5047,7.8,1.8,LOW,NONE,REQUIRED
11706,CWE-787,CVE-2019-5048,7.8,1.8,LOW,NONE,REQUIRED
11707,CWE-787,CVE-2019-5049,10.0,3.9,LOW,NONE,NONE
11708,CWE-787,CVE-2019-5050,7.8,1.8,LOW,NONE,REQUIRED
11709,CWE-787,CVE-2019-5051,8.8,2.8,LOW,NONE,REQUIRED
11710,CWE-755,CVE-2019-5051,8.8,2.8,LOW,NONE,REQUIRED
11711,CWE-190,CVE-2019-5052,8.8,2.8,LOW,NONE,REQUIRED
11712,CWE-704,CVE-2019-5053,7.8,1.8,LOW,NONE,REQUIRED
11713,CWE-476,CVE-2019-5054,7.5,3.9,LOW,NONE,NONE
11714,CWE-476,CVE-2019-5055,7.5,3.9,LOW,NONE,NONE
11715,CWE-787,CVE-2019-5057,8.8,2.8,LOW,NONE,REQUIRED
11716,CWE-787,CVE-2019-5058,8.8,2.8,LOW,NONE,REQUIRED
11717,CWE-787,CVE-2019-5059,8.8,2.8,LOW,NONE,REQUIRED
11718,CWE-190,CVE-2019-5059,8.8,2.8,LOW,NONE,REQUIRED
11719,CWE-787,CVE-2019-5060,8.8,2.8,LOW,NONE,REQUIRED
11720,CWE-190,CVE-2019-5060,8.8,2.8,LOW,NONE,REQUIRED
11721,CWE-20,CVE-2019-5061,6.5,2.8,LOW,NONE,NONE
11722,CWE-20,CVE-2019-5062,6.5,2.8,LOW,NONE,NONE
11723,CWE-120,CVE-2019-5063,8.8,2.8,LOW,NONE,REQUIRED
11724,CWE-120,CVE-2019-5064,8.8,2.8,LOW,NONE,REQUIRED
11725,CWE-125,CVE-2019-5065,5.3,3.9,LOW,NONE,NONE
11726,CWE-416,CVE-2019-5066,9.8,3.9,LOW,NONE,NONE
11727,CWE-908,CVE-2019-5067,9.8,3.9,LOW,NONE,NONE
11728,CWE-732,CVE-2019-5068,4.4,1.8,LOW,LOW,NONE
11729,CWE-502,CVE-2019-5069,8.8,2.8,LOW,LOW,NONE
11730,CWE-89,CVE-2019-5070,6.5,3.9,LOW,NONE,NONE
11731,CWE-78,CVE-2019-5071,7.8,1.8,LOW,LOW,NONE
11732,CWE-78,CVE-2019-5072,7.8,1.8,LOW,LOW,NONE
11733,CWE-200,CVE-2019-5073,5.3,3.9,LOW,NONE,NONE
11734,CWE-120,CVE-2019-5074,9.8,3.9,LOW,NONE,NONE
11735,CWE-787,CVE-2019-5075,9.8,3.9,LOW,NONE,NONE
11736,CWE-787,CVE-2019-5076,8.8,2.8,LOW,NONE,REQUIRED
11737,CWE-306,CVE-2019-5077,9.1,3.9,LOW,NONE,NONE
11738,CWE-306,CVE-2019-5078,9.1,3.9,LOW,NONE,NONE
11739,CWE-787,CVE-2019-5079,9.8,3.9,LOW,NONE,NONE
11740,CWE-306,CVE-2019-5080,9.1,3.9,LOW,NONE,NONE
11741,CWE-120,CVE-2019-5081,9.8,3.9,LOW,NONE,NONE
11742,CWE-787,CVE-2019-5082,9.8,3.9,LOW,NONE,NONE
11743,CWE-787,CVE-2019-5083,8.8,2.8,LOW,NONE,REQUIRED
11744,CWE-787,CVE-2019-5084,7.8,1.8,LOW,NONE,REQUIRED
11745,CWE-787,CVE-2019-5085,9.8,3.9,LOW,NONE,NONE
11746,CWE-190,CVE-2019-5085,9.8,3.9,LOW,NONE,NONE
11747,CWE-190,CVE-2019-5086,8.8,2.8,LOW,NONE,REQUIRED
11748,CWE-190,CVE-2019-5087,8.8,2.8,LOW,NONE,REQUIRED
11749,CWE-787,CVE-2019-5088,7.8,1.8,LOW,NONE,REQUIRED
11750,CWE-787,CVE-2019-5089,7.8,1.8,LOW,NONE,REQUIRED
11751,CWE-125,CVE-2019-5090,7.5,3.9,LOW,NONE,NONE
11752,CWE-835,CVE-2019-5091,7.5,3.9,LOW,NONE,NONE
11753,CWE-787,CVE-2019-5092,8.8,2.8,LOW,NONE,REQUIRED
11754,CWE-787,CVE-2019-5093,9.8,3.9,LOW,NONE,NONE
11755,CWE-190,CVE-2019-5093,9.8,3.9,LOW,NONE,NONE
11756,CWE-787,CVE-2019-5094,6.7,0.8,LOW,HIGH,NONE
11757,CWE-862,CVE-2019-5095,4.3,2.8,LOW,LOW,NONE
11758,CWE-416,CVE-2019-5096,9.8,3.9,LOW,NONE,NONE
11759,CWE-835,CVE-2019-5097,7.5,3.9,LOW,NONE,NONE
11760,CWE-125,CVE-2019-5098,8.6,3.9,LOW,NONE,NONE
11761,CWE-190,CVE-2019-5099,7.8,1.8,LOW,NONE,REQUIRED
11762,CWE-190,CVE-2019-5100,7.8,1.8,LOW,NONE,REQUIRED
11763,CWE-295,CVE-2019-5101,5.9,2.2,HIGH,NONE,NONE
11764,CWE-295,CVE-2019-5102,5.9,2.2,HIGH,NONE,NONE
11765,CWE-787,CVE-2019-5105,7.5,3.9,LOW,NONE,NONE
11766,CWE-327,CVE-2019-5106,5.5,1.8,LOW,LOW,NONE
11767,CWE-319,CVE-2019-5107,7.5,3.9,LOW,NONE,NONE
11768,CWE-20,CVE-2019-5108,6.5,2.8,LOW,NONE,NONE
11769,CWE-89,CVE-2019-5109,8.8,2.8,LOW,LOW,NONE
11770,CWE-89,CVE-2019-5110,8.8,2.8,LOW,LOW,NONE
11771,CWE-89,CVE-2019-5111,8.8,2.8,LOW,LOW,NONE
11772,CWE-89,CVE-2019-5112,8.8,2.8,LOW,LOW,NONE
11773,CWE-89,CVE-2019-5114,8.8,2.8,LOW,LOW,NONE
11774,CWE-89,CVE-2019-5116,8.8,2.8,LOW,LOW,NONE
11775,CWE-89,CVE-2019-5117,8.8,2.8,LOW,LOW,NONE
11776,CWE-89,CVE-2019-5119,8.8,2.8,LOW,LOW,NONE
11777,CWE-89,CVE-2019-5120,8.8,2.8,LOW,LOW,NONE
11778,CWE-89,CVE-2019-5121,8.8,2.8,LOW,LOW,NONE
11779,CWE-89,CVE-2019-5122,8.8,2.8,LOW,LOW,NONE
11780,CWE-89,CVE-2019-5123,8.8,2.8,LOW,LOW,NONE
11781,CWE-125,CVE-2019-5124,8.6,3.9,LOW,NONE,NONE
11782,CWE-787,CVE-2019-5125,7.8,1.8,LOW,NONE,REQUIRED
11783,CWE-416,CVE-2019-5126,8.8,2.8,LOW,NONE,REQUIRED
11784,CWE-78,CVE-2019-5127,9.8,3.9,LOW,NONE,NONE
11785,CWE-78,CVE-2019-5128,9.8,3.9,LOW,NONE,NONE
11786,CWE-78,CVE-2019-5129,9.8,3.9,LOW,NONE,NONE
11787,CWE-416,CVE-2019-5130,8.8,2.8,LOW,NONE,REQUIRED
11788,CWE-416,CVE-2019-5131,8.8,2.8,LOW,NONE,REQUIRED
11789,CWE-787,CVE-2019-5132,8.8,2.8,LOW,NONE,REQUIRED
11790,CWE-787,CVE-2019-5133,8.8,2.8,LOW,NONE,REQUIRED
11791,NVD-CWE-noinfo,CVE-2019-5134,7.5,3.9,LOW,NONE,NONE
11792,CWE-203,CVE-2019-5135,5.3,3.9,LOW,NONE,NONE
11793,NVD-CWE-noinfo,CVE-2019-5136,8.8,2.8,LOW,LOW,NONE
11794,CWE-798,CVE-2019-5137,7.5,3.9,LOW,NONE,NONE
11795,CWE-78,CVE-2019-5138,9.9,3.1,LOW,LOW,NONE
11796,CWE-798,CVE-2019-5139,7.1,1.8,LOW,LOW,NONE
11797,CWE-78,CVE-2019-5140,8.8,2.8,LOW,LOW,NONE
11798,CWE-78,CVE-2019-5141,8.8,2.8,LOW,LOW,NONE
11799,CWE-78,CVE-2019-5142,7.2,1.2,LOW,HIGH,NONE
11800,CWE-134,CVE-2019-5143,8.8,2.8,LOW,LOW,NONE
11801,CWE-191,CVE-2019-5144,8.8,2.8,LOW,NONE,REQUIRED
11802,CWE-416,CVE-2019-5145,8.8,2.8,LOW,NONE,REQUIRED
11803,CWE-125,CVE-2019-5146,8.6,3.9,LOW,NONE,NONE
11804,CWE-125,CVE-2019-5147,8.6,3.9,LOW,NONE,NONE
11805,CWE-191,CVE-2019-5148,7.5,3.9,LOW,NONE,NONE
11806,CWE-400,CVE-2019-5149,7.5,3.9,LOW,NONE,NONE
11807,CWE-89,CVE-2019-5150,9.8,3.9,LOW,NONE,NONE
11808,CWE-89,CVE-2019-5151,9.8,3.9,LOW,NONE,NONE
11809,CWE-306,CVE-2019-5152,7.4,2.2,HIGH,NONE,NONE
11810,CWE-120,CVE-2019-5153,8.8,2.8,LOW,LOW,NONE
11811,CWE-787,CVE-2019-5154,8.8,2.8,LOW,NONE,REQUIRED
11812,CWE-78,CVE-2019-5155,7.2,1.2,LOW,HIGH,NONE
11813,CWE-78,CVE-2019-5156,7.2,1.2,LOW,HIGH,NONE
11814,CWE-78,CVE-2019-5157,7.2,1.2,LOW,HIGH,NONE
11815,CWE-798,CVE-2019-5158,7.8,1.8,LOW,NONE,REQUIRED
11816,CWE-20,CVE-2019-5159,7.8,1.8,LOW,NONE,REQUIRED
11817,CWE-20,CVE-2019-5160,9.1,2.3,LOW,HIGH,NONE
11818,CWE-345,CVE-2019-5161,9.1,2.3,LOW,HIGH,NONE
11819,CWE-269,CVE-2019-5162,8.8,2.8,LOW,LOW,NONE
11820,CWE-306,CVE-2019-5163,7.5,3.9,LOW,NONE,NONE
11821,CWE-306,CVE-2019-5164,7.8,1.8,LOW,LOW,NONE
11822,CWE-287,CVE-2019-5165,7.2,1.2,LOW,HIGH,NONE
11823,CWE-120,CVE-2019-5166,7.8,1.8,LOW,LOW,NONE
11824,CWE-78,CVE-2019-5167,7.8,1.8,LOW,LOW,NONE
11825,CWE-78,CVE-2019-5168,7.8,1.8,LOW,LOW,NONE
11826,CWE-78,CVE-2019-5169,7.8,1.8,LOW,LOW,NONE
11827,CWE-78,CVE-2019-5170,7.8,1.8,LOW,LOW,NONE
11828,CWE-78,CVE-2019-5171,7.8,1.8,LOW,LOW,NONE
11829,CWE-78,CVE-2019-5172,7.8,1.8,LOW,LOW,NONE
11830,CWE-78,CVE-2019-5173,7.8,1.8,LOW,LOW,NONE
11831,CWE-78,CVE-2019-5174,7.8,1.8,LOW,LOW,NONE
11832,CWE-78,CVE-2019-5175,7.8,1.8,LOW,LOW,NONE
11833,CWE-787,CVE-2019-5176,5.5,1.8,LOW,LOW,NONE
11834,CWE-787,CVE-2019-5177,5.5,1.8,LOW,LOW,NONE
11835,CWE-787,CVE-2019-5178,7.8,1.8,LOW,LOW,NONE
11836,CWE-787,CVE-2019-5179,7.8,1.8,LOW,LOW,NONE
11837,CWE-787,CVE-2019-5180,7.8,1.8,LOW,LOW,NONE
11838,CWE-787,CVE-2019-5181,7.8,1.8,LOW,LOW,NONE
11839,CWE-787,CVE-2019-5182,5.5,1.8,LOW,LOW,NONE
11840,CWE-843,CVE-2019-5183,9.0,2.2,HIGH,NONE,NONE
11841,CWE-415,CVE-2019-5184,7.8,1.8,LOW,LOW,NONE
11842,CWE-120,CVE-2019-5185,7.0,1.0,HIGH,LOW,NONE
11843,CWE-120,CVE-2019-5186,7.0,1.0,HIGH,LOW,NONE
11844,CWE-787,CVE-2019-5187,8.8,2.8,LOW,NONE,REQUIRED
11845,CWE-787,CVE-2019-5188,6.7,0.8,LOW,HIGH,NONE
11846,CWE-129,CVE-2019-5210,7.8,1.8,LOW,NONE,REQUIRED
11847,CWE-20,CVE-2019-5211,5.7,2.1,LOW,NONE,REQUIRED
11848,CWE-732,CVE-2019-5212,5.5,1.8,LOW,NONE,REQUIRED
11849,CWE-287,CVE-2019-5213,2.4,0.9,LOW,NONE,NONE
11850,CWE-416,CVE-2019-5214,5.5,1.8,LOW,NONE,REQUIRED
11851,NVD-CWE-noinfo,CVE-2019-5215,6.8,1.6,HIGH,NONE,NONE
11852,CWE-362,CVE-2019-5216,7.0,1.0,HIGH,NONE,REQUIRED
11853,CWE-307,CVE-2019-5217,4.6,0.9,LOW,NONE,NONE
11854,CWE-287,CVE-2019-5218,8.8,2.8,LOW,NONE,NONE
11855,CWE-415,CVE-2019-5219,5.5,1.8,LOW,NONE,REQUIRED
11856,CWE-863,CVE-2019-5220,4.6,0.9,LOW,NONE,NONE
11857,CWE-22,CVE-2019-5221,6.5,2.8,LOW,NONE,NONE
11858,CWE-732,CVE-2019-5222,5.5,1.8,LOW,NONE,REQUIRED
11859,CWE-287,CVE-2019-5223,7.8,1.8,LOW,NONE,REQUIRED
11860,CWE-125,CVE-2019-5224,5.5,1.8,LOW,NONE,REQUIRED
11861,CWE-120,CVE-2019-5225,7.8,1.8,LOW,NONE,REQUIRED
11862,CWE-20,CVE-2019-5226,5.5,1.8,LOW,NONE,REQUIRED
11863,CWE-20,CVE-2019-5227,5.5,1.8,LOW,NONE,REQUIRED
11864,CWE-362,CVE-2019-5228,7.8,1.8,LOW,NONE,REQUIRED
11865,CWE-345,CVE-2019-5229,6.2,0.3,LOW,HIGH,NONE
11866,CWE-20,CVE-2019-5230,5.5,1.8,LOW,NONE,REQUIRED
11867,CWE-863,CVE-2019-5231,4.6,0.9,LOW,NONE,NONE
11868,CWE-330,CVE-2019-5232,7.5,3.9,LOW,NONE,NONE
11869,CWE-287,CVE-2019-5233,8.8,2.8,LOW,NONE,REQUIRED
11870,CWE-476,CVE-2019-5235,5.3,3.9,LOW,NONE,NONE
11871,CWE-415,CVE-2019-5236,6.3,2.8,LOW,NONE,REQUIRED
11872,NVD-CWE-noinfo,CVE-2019-5237,7.8,1.8,LOW,NONE,REQUIRED
11873,NVD-CWE-noinfo,CVE-2019-5238,7.8,1.8,LOW,NONE,REQUIRED
11874,NVD-CWE-noinfo,CVE-2019-5239,5.5,1.8,LOW,NONE,REQUIRED
11875,NVD-CWE-noinfo,CVE-2019-5241,7.8,1.8,LOW,NONE,REQUIRED
11876,CWE-20,CVE-2019-5242,7.8,1.8,LOW,NONE,REQUIRED
11877,CWE-1021,CVE-2019-5243,4.3,2.8,LOW,NONE,REQUIRED
11878,CWE-20,CVE-2019-5244,5.5,1.8,LOW,NONE,REQUIRED
11879,CWE-426,CVE-2019-5245,5.3,1.8,LOW,LOW,NONE
11880,CWE-345,CVE-2019-5246,6.2,0.3,LOW,HIGH,NONE
11881,CWE-120,CVE-2019-5247,5.5,1.8,LOW,LOW,NONE
11882,CWE-772,CVE-2019-5248,7.4,2.8,LOW,NONE,NONE
11883,CWE-269,CVE-2019-5250,7.8,1.8,LOW,NONE,REQUIRED
11884,CWE-22,CVE-2019-5251,5.5,1.8,LOW,NONE,REQUIRED
11885,CWE-287,CVE-2019-5252,3.5,0.9,LOW,NONE,NONE
11886,CWE-287,CVE-2019-5253,5.9,2.2,HIGH,NONE,NONE
11887,CWE-125,CVE-2019-5254,8.6,3.9,LOW,NONE,NONE
11888,CWE-125,CVE-2019-5255,5.5,1.8,LOW,LOW,NONE
11889,CWE-476,CVE-2019-5256,5.5,1.8,LOW,LOW,NONE
11890,CWE-120,CVE-2019-5257,5.5,1.8,LOW,LOW,NONE
11891,CWE-120,CVE-2019-5258,5.5,1.8,LOW,LOW,NONE
11892,CWE-269,CVE-2019-5259,6.5,2.8,LOW,LOW,NONE
11893,CWE-20,CVE-2019-5260,6.5,2.8,LOW,NONE,NONE
11894,CWE-307,CVE-2019-5263,5.5,1.8,LOW,LOW,NONE
11895,NVD-CWE-noinfo,CVE-2019-5264,4.6,0.9,LOW,NONE,NONE
11896,NVD-CWE-noinfo,CVE-2019-5265,7.5,3.9,LOW,NONE,NONE
11897,CWE-20,CVE-2019-5266,7.5,3.9,LOW,NONE,NONE
11898,NVD-CWE-noinfo,CVE-2019-5267,5.5,1.8,LOW,LOW,NONE
11899,CWE-20,CVE-2019-5268,8.1,2.8,LOW,NONE,NONE
11900,NVD-CWE-noinfo,CVE-2019-5269,7.8,1.8,LOW,LOW,NONE
11901,NVD-CWE-noinfo,CVE-2019-5271,5.4,2.8,LOW,NONE,NONE
11902,CWE-354,CVE-2019-5272,4.9,1.2,LOW,HIGH,NONE
11903,CWE-120,CVE-2019-5273,7.5,3.9,LOW,NONE,NONE
11904,CWE-120,CVE-2019-5274,7.5,3.9,LOW,NONE,NONE
11905,CWE-787,CVE-2019-5275,7.5,3.9,LOW,NONE,NONE
11906,CWE-120,CVE-2019-5276,8.8,2.8,LOW,NONE,NONE
11907,NVD-CWE-noinfo,CVE-2019-5277,7.5,3.9,LOW,NONE,NONE
11908,CWE-125,CVE-2019-5278,6.5,2.8,LOW,LOW,NONE
11909,NVD-CWE-noinfo,CVE-2019-5279,5.5,1.8,LOW,NONE,REQUIRED
11910,CWE-295,CVE-2019-5280,6.5,2.2,HIGH,NONE,NONE
11911,NVD-CWE-noinfo,CVE-2019-5281,4.6,0.9,LOW,NONE,NONE
11912,CWE-415,CVE-2019-5282,7.8,1.8,LOW,NONE,REQUIRED
11913,NVD-CWE-noinfo,CVE-2019-5283,4.6,0.9,LOW,NONE,NONE
11914,CWE-20,CVE-2019-5284,6.5,2.8,LOW,NONE,REQUIRED
11915,CWE-20,CVE-2019-5285,7.5,3.9,LOW,NONE,NONE
11916,CWE-79,CVE-2019-5286,6.1,2.8,LOW,NONE,REQUIRED
11917,CWE-190,CVE-2019-5287,7.8,1.8,LOW,NONE,REQUIRED
11918,CWE-190,CVE-2019-5288,7.8,1.8,LOW,NONE,REQUIRED
11919,CWE-125,CVE-2019-5289,7.5,3.9,LOW,NONE,NONE
11920,CWE-20,CVE-2019-5290,6.5,2.8,LOW,LOW,NONE
11921,CWE-345,CVE-2019-5291,5.9,2.2,HIGH,NONE,NONE
11922,NVD-CWE-noinfo,CVE-2019-5292,3.3,1.8,LOW,LOW,NONE
11923,CWE-772,CVE-2019-5293,6.5,2.8,LOW,LOW,NONE
11924,CWE-125,CVE-2019-5294,7.5,3.9,LOW,NONE,NONE
11925,NVD-CWE-noinfo,CVE-2019-5295,6.4,0.5,HIGH,NONE,NONE
11926,CWE-125,CVE-2019-5296,3.9,0.3,LOW,HIGH,NONE
11927,NVD-CWE-noinfo,CVE-2019-5297,4.6,0.9,LOW,NONE,NONE
11928,CWE-287,CVE-2019-5298,6.8,0.9,LOW,NONE,NONE
11929,CWE-347,CVE-2019-5299,7.8,1.8,LOW,NONE,REQUIRED
11930,CWE-347,CVE-2019-5300,6.7,0.8,LOW,HIGH,NONE
11931,NVD-CWE-noinfo,CVE-2019-5301,3.3,1.8,LOW,NONE,REQUIRED
11932,CWE-20,CVE-2019-5302,5.3,1.6,HIGH,NONE,NONE
11933,CWE-20,CVE-2019-5303,5.3,1.6,HIGH,NONE,NONE
11934,CWE-120,CVE-2019-5304,7.5,3.9,LOW,NONE,NONE
11935,CWE-415,CVE-2019-5305,5.5,1.8,LOW,NONE,REQUIRED
11936,NVD-CWE-noinfo,CVE-2019-5306,4.6,0.9,LOW,NONE,NONE
11937,CWE-294,CVE-2019-5307,4.2,1.6,HIGH,NONE,NONE
11938,NVD-CWE-noinfo,CVE-2019-5308,2.4,0.9,LOW,NONE,NONE
11939,CWE-307,CVE-2019-5309,4.6,0.9,LOW,NONE,NONE
11940,CWE-79,CVE-2019-5310,6.1,2.8,LOW,NONE,REQUIRED
11941,CWE-79,CVE-2019-5311,6.1,2.8,LOW,NONE,REQUIRED
11942,CWE-611,CVE-2019-5312,9.8,3.9,LOW,NONE,NONE
11943,CWE-74,CVE-2019-5314,6.1,2.8,LOW,NONE,REQUIRED
11944,CWE-78,CVE-2019-5315,7.2,1.2,LOW,HIGH,NONE
11945,CWE-79,CVE-2019-5320,6.1,2.8,LOW,NONE,REQUIRED
11946,CWE-863,CVE-2019-5321,8.8,2.8,LOW,NONE,REQUIRED
11947,NVD-CWE-noinfo,CVE-2019-5322,7.5,3.9,LOW,NONE,NONE
11948,CWE-77,CVE-2019-5323,7.2,1.2,LOW,HIGH,NONE
11949,CWE-502,CVE-2019-5326,7.2,1.2,LOW,HIGH,NONE
11950,NVD-CWE-noinfo,CVE-2019-5338,8.8,2.8,LOW,LOW,NONE
11951,NVD-CWE-noinfo,CVE-2019-5339,8.8,2.8,LOW,LOW,NONE
11952,NVD-CWE-noinfo,CVE-2019-5340,8.8,2.8,LOW,LOW,NONE
11953,NVD-CWE-noinfo,CVE-2019-5341,8.8,2.8,LOW,LOW,NONE
11954,CWE-917,CVE-2019-5342,8.8,2.8,LOW,LOW,NONE
11955,CWE-917,CVE-2019-5343,8.8,2.8,LOW,LOW,NONE
11956,CWE-917,CVE-2019-5344,8.8,2.8,LOW,LOW,NONE
11957,CWE-917,CVE-2019-5345,8.8,2.8,LOW,LOW,NONE
11958,CWE-917,CVE-2019-5346,8.8,2.8,LOW,LOW,NONE
11959,NVD-CWE-noinfo,CVE-2019-5347,9.8,3.9,LOW,NONE,NONE
11960,CWE-917,CVE-2019-5348,8.8,2.8,LOW,LOW,NONE
11961,CWE-917,CVE-2019-5349,8.8,2.8,LOW,LOW,NONE
11962,CWE-502,CVE-2019-5350,8.8,2.8,LOW,LOW,NONE
11963,CWE-917,CVE-2019-5351,8.8,2.8,LOW,LOW,NONE
11964,CWE-917,CVE-2019-5352,9.8,3.9,LOW,NONE,NONE
11965,CWE-917,CVE-2019-5353,8.8,2.8,LOW,LOW,NONE
11966,CWE-917,CVE-2019-5354,8.8,2.8,LOW,LOW,NONE
11967,CWE-917,CVE-2019-5355,7.5,3.9,LOW,NONE,NONE
11968,CWE-22,CVE-2019-5356,9.8,3.9,LOW,NONE,NONE
11969,CWE-434,CVE-2019-5357,8.8,2.8,LOW,LOW,NONE
11970,CWE-917,CVE-2019-5358,9.8,3.9,LOW,NONE,NONE
11971,CWE-917,CVE-2019-5359,8.8,2.8,LOW,LOW,NONE
11972,CWE-917,CVE-2019-5360,8.8,2.8,LOW,LOW,NONE
11973,CWE-917,CVE-2019-5361,8.8,2.8,LOW,LOW,NONE
11974,CWE-917,CVE-2019-5362,8.8,2.8,LOW,LOW,NONE
11975,CWE-917,CVE-2019-5363,8.8,2.8,LOW,LOW,NONE
11976,CWE-917,CVE-2019-5364,8.8,2.8,LOW,LOW,NONE
11977,CWE-917,CVE-2019-5365,8.8,2.8,LOW,LOW,NONE
11978,CWE-917,CVE-2019-5366,8.8,2.8,LOW,LOW,NONE
11979,CWE-1188,CVE-2019-5367,9.8,3.9,LOW,NONE,NONE
11980,NVD-CWE-noinfo,CVE-2019-5368,8.8,2.8,LOW,LOW,NONE
11981,NVD-CWE-noinfo,CVE-2019-5369,8.8,2.8,LOW,LOW,NONE
11982,CWE-917,CVE-2019-5370,8.8,2.8,LOW,LOW,NONE
11983,CWE-917,CVE-2019-5371,8.8,2.8,LOW,LOW,NONE
11984,CWE-917,CVE-2019-5372,8.8,2.8,LOW,LOW,NONE
11985,CWE-917,CVE-2019-5373,8.8,2.8,LOW,LOW,NONE
11986,NVD-CWE-noinfo,CVE-2019-5374,8.8,2.8,LOW,LOW,NONE
11987,NVD-CWE-noinfo,CVE-2019-5375,8.8,2.8,LOW,LOW,NONE
11988,NVD-CWE-noinfo,CVE-2019-5376,8.8,2.8,LOW,LOW,NONE
11989,CWE-917,CVE-2019-5377,8.8,2.8,LOW,LOW,NONE
11990,CWE-917,CVE-2019-5378,8.8,2.8,LOW,LOW,NONE
11991,CWE-917,CVE-2019-5379,8.8,2.8,LOW,LOW,NONE
11992,CWE-917,CVE-2019-5380,8.8,2.8,LOW,LOW,NONE
11993,CWE-917,CVE-2019-5381,8.8,2.8,LOW,LOW,NONE
11994,CWE-917,CVE-2019-5382,8.8,2.8,LOW,LOW,NONE
11995,CWE-917,CVE-2019-5383,8.8,2.8,LOW,LOW,NONE
11996,CWE-917,CVE-2019-5384,8.8,2.8,LOW,LOW,NONE
11997,CWE-917,CVE-2019-5385,8.8,2.8,LOW,LOW,NONE
11998,CWE-917,CVE-2019-5386,8.8,2.8,LOW,LOW,NONE
11999,CWE-917,CVE-2019-5387,9.8,3.9,LOW,NONE,NONE
12000,CWE-917,CVE-2019-5388,8.8,2.8,LOW,LOW,NONE
12001,CWE-917,CVE-2019-5389,8.8,2.8,LOW,LOW,NONE
12002,CWE-77,CVE-2019-5390,9.8,3.9,LOW,NONE,NONE
12003,CWE-787,CVE-2019-5391,9.8,3.9,LOW,NONE,NONE
12004,NVD-CWE-noinfo,CVE-2019-5392,5.3,3.9,LOW,NONE,NONE
12005,NVD-CWE-noinfo,CVE-2019-5393,4.3,2.8,LOW,LOW,NONE
12006,NVD-CWE-noinfo,CVE-2019-5394,5.1,0.3,HIGH,HIGH,REQUIRED
12007,CWE-434,CVE-2019-5395,8.8,2.8,LOW,LOW,NONE
12008,NVD-CWE-noinfo,CVE-2019-5396,9.4,3.9,LOW,NONE,NONE
12009,CWE-79,CVE-2019-5397,9.4,3.9,LOW,NONE,NONE
12010,CWE-79,CVE-2019-5398,5.4,2.3,LOW,LOW,REQUIRED
12011,NVD-CWE-noinfo,CVE-2019-5399,9.4,3.9,LOW,NONE,NONE
12012,CWE-384,CVE-2019-5400,6.3,2.8,LOW,LOW,NONE
12013,CWE-79,CVE-2019-5401,4.8,1.7,LOW,HIGH,REQUIRED
12014,NVD-CWE-noinfo,CVE-2019-5402,9.4,3.9,LOW,NONE,NONE
12015,CWE-79,CVE-2019-5403,4.8,1.7,LOW,HIGH,REQUIRED
12016,CWE-74,CVE-2019-5404,8.8,2.8,LOW,LOW,NONE
12017,NVD-CWE-noinfo,CVE-2019-5405,7.3,3.9,LOW,NONE,NONE
12018,CWE-384,CVE-2019-5406,7.2,1.2,LOW,HIGH,NONE
12019,NVD-CWE-noinfo,CVE-2019-5407,6.3,2.8,LOW,LOW,NONE
12020,NVD-CWE-noinfo,CVE-2019-5408,6.5,3.9,LOW,NONE,NONE
12021,CWE-77,CVE-2019-5413,9.8,3.9,LOW,NONE,NONE
12022,CWE-78,CVE-2019-5414,8.1,2.2,HIGH,NONE,NONE
12023,CWE-269,CVE-2019-5415,7.5,3.9,LOW,NONE,NONE
12024,CWE-22,CVE-2019-5416,7.5,3.9,LOW,NONE,NONE
12025,CWE-22,CVE-2019-5417,7.5,3.9,LOW,NONE,NONE
